error,base_id,source,engl,phon,syll,text
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c687864e9081f410,lily-dict.csv,,[ᎨᎴᏏᏱ 5:14],"ᏂᎦᎥᏰᏃ ᏗᎧᎿᏩᏛᏍᏗ ᏚᎵᏁᏨ ᏌᏉᏉ ᎢᎧᏁᏨᎯ *ᎠᎧᎵᎢᎭ*, ᎯᎠᏉ ᎾᏍᎩ, ᎾᎥ ᎢᏗᏍᏓᏓᎳ ᎯᎨᏳᏎᏍᏗ ᎾᏍᎩᏯ ᏨᏒ ᏂᏣᏓᎨᏳᏒᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1ed0f91c87ed1f7e,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 38:7],"ᎥᎵᏃ, ᏧᏓ ᎢᎬᏱ ᎡᎯ ᎤᏪᏥ ᎠᏍᎦᎾᎯᏳ ᎨᏎ ᏱᎰᏩ *ᏓᎧᏅᎢ*; ᏱᎰᏩᏃ ᎤᎴᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7db359ffea24c34b,lily-dict.csv,,[King pg 110],*ᎠᏂᎨᎯ* ᎠᏧᏣ ᎩᎵ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),38bea45c5509e162,lily-dict.csv,,[ᏣᏂ 12:14],"ᏥᏌᏃ ᎤᏩᏛᎲ ᎠᎩᎾ ᏐᏈᎵ-ᏗᎦᎵᎠᏅᎯᏛ, *ᎤᎩᎸᏅᎩ*, ᎾᏍᎩᏯ ᎯᎠ ᏥᏂᎬᏅ ᏥᎪᏪᎳ;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),70bd7e022bd8f5f5,lily-dict.csv,,[ᎹᏚ 23:24],ᏗᏥᎨᏫ ᏗᏣᏓᏘᏂᏙᎯ! ᏙᏒ ᎢᏥᎿᏐᎸᏍᏗᏍᎩ ᎨᎻᎵᏃ *ᎢᏥᎩᏍᎩ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c0ec315e2710146a,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎤᏙᎯᏳᎯᏯ, ᎤᏛᏅ ᏧᏁᎶᏗ, *ᎥᏝ ᏱᏥᎦᏔᎭ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),ce50c9bf9bd5d44d,lily-dict.csv,,[ᏣᏂ 20:14],"ᎾᏍᎩᏃ ᏄᏪᏒ *ᎤᎦᏔᎲᏒᎩ*; ᎠᎴ ᎤᎪᎲᎩ ᏥᏌ ᎦᏙᎬᎩ, ᎠᎴ ᎥᏝ ᏳᏬᎵᏤ ᏥᏌ ᎨᏒᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f29120c4c0be6e72,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 4:9],"ᏱᎰᏩᏃ ᎯᎠ ᏄᏪᏎᎴ ᎨᏂ, ᎭᏢ ᎡᏣᏅᏟ ᎡᏈᎵ? ᎯᎠᏃ ᏄᏪᏎᎢ, Ꮭ ᏱᏥᎦᏔᎭ: ᏥᎪ ᎠᏴ ᎥᎩᏅᏟ *ᏥᎦᏘᏯ*?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),64aac0d9e226c390,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],*ᏗᎦᏙᎵ* ᎦᎸᎳᏗ ᏧᏫᏓᎧᏃ ᎾᏍᎩᏯ ᏂᏚᏩᏅᎩ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),bd16883c24fa7a80,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᏥᎪ ᏣᏓᎵᎢ *ᎠᎴ* ᏗᏤᏥ ᎠᏁᎭ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),31e6e36db376fe0d,lily-dict.csv,,[ᏣᏂ 2:11],"ᎾᏍᎩ ᎯᎠ *ᎤᎴᏅᏔᏅᎩ* ᏥᏌ ᎤᏍᏆᏂᎪᏗ ᏚᎸᏫᏍᏓᏁᎸᎩ ᎨᎵᎵ ᎨᏂ ᎦᏚᎲᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),30d0aac19fd84b39,lily-dict.csv,,[ᎶᎻ 1:8],"ᎢᎬᏱᏱ ᎨᏒᎢ, *ᏥᏯᎵᎡᎵᏤᎭ* ᎠᏆᏁᎳᏅᎯ ᎬᏗᎭ ᏚᏙᎥ ᏥᏌ ᎦᎶᏁᏛ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4d9d6adee102a7c4,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎾᏍᎩᏃ ᎤᏭᏖᏒᎩ ᎠᎴ *ᎤᎵᎮᎵᏨᎩ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),19babeb0f693c347,lily-dict.csv,,[ᎠᏂᏈᎷ 10:33],… ᎢᎸᎯᏳᏃ *ᏕᏣᎵᎪᏁᎸ* ᎾᏍᎩ ᎢᎨᎬᏁᎸᎯ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f35044c42c77d2ec,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎥᏝ ᏰᎵ ᎬᏆᏓᏅᏩᏗᏍᏗ ᏱᎩ, ᏂᎦᎵᏍᏙᏗ ᎯᎠ ᎦᎨᏗᏳ *ᏥᎦᎵᏎᎭ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d6e632e7acdc801b,lily-dict.csv,,[ᎹᏚ 13:26],ᎿᏉᏃ *ᎤᎵᏰᏅ* ᎠᎴ ᎤᎦᏔᏔᏅ ᎾᏍᏉ ᎤᏲ ᎤᎾᏄᎪᏤᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),588452538fb14496,lily-dict.csv,,[King pg 72],ᎩᎵ *ᏧᎶᏕᎸᎩ*.,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),7c8e71b0c6e667ec,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 24:33],"ᎿᏉᏃ ᎠᏥᏝᏁᎴ *ᎤᎵᏍᏓᏴᏗ*; ᎠᏎᏃ ᎯᎠ ᏄᏪᏎᎢ, *ᎥᏝ ᏴᎦᎦᎵᏍᏓᏴᎲᎦ* ᎬᏂ ᏥᏃᏅᎭ ᏄᏍᏛ ᎠᎩᏃᎮᏗ ᎨᏒᎢ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),3570e431ba90d218,lily-dict.csv,,[King pg 110],ᎠᏂᎨᏯ *ᎠᎾᎵᏍᎩᎠ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),66b4eedd4d0e0683,lily-dict.csv,,[ᎹᏚ 9:35],… ᎠᎴ *ᎠᎵᏥᏙᎲᏍᎬᎩ* ᎣᏍᏛ ᎧᏃᎮᏛ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b4b436895a130e49,lily-dict.csv,,[ᎶᎻ 10:14],… ᎠᎴ ᎦᏙ ᏱᎦᎵᏍᏙᏓ ᏯᎾᏛᎬᎦ ᎩᎶ *ᎠᎵᏥᏙᎲᏍᎩ* ᏄᏁᎲᎾ ᏱᎩ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b5076d10c6ffd386,lily-dict.csv,,[ᏣᏂ 9:6],ᎾᏍᎩ ᏄᏪᏒ ᎦᏙᎯ *ᎤᎵᏥᏍᏋᎩ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8b456886c4ca0f3b,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 26:19],… ᎠᎴ ᎾᎿ ᎤᏂᏩᏛᎮ ᎠᎹ *ᎦᏄᎪᎬᎢ*.,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),694b311f3a323754,lily-dict.csv,,[ᎹᎦ 9:49],"ᎾᏂᎥᏰᏃ ᎠᏥᎸ ᎬᏗ ‾*ᎠᎹ* ᎨᏥᏅᏝᏰᏗ ᎨᏎᏍᏗ, ᎠᎴ ᏂᎦᎥ ᎠᏥᎸᎨᎳᏍᏗ ‾*ᎠᎹ* ᎦᏅᎵᏰᏗ ᎨᏎᏍᏗ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e1e5a16e59d97f1f,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᏔᎵᏁᏃ ᏨᎯᎪᎥᎩ ᎠᏛ *ᎠᎹ* ᏧᏍᏚᏢᎩ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),23caddb7d272fcef,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 8:5],"… ᎠᎴ ᎤᏴᏓᏆᎶᎥᎩ, ᎠᎴ *ᎠᎾᎦᎵᏍᎬᎩ*, ᎠᎴ ᎡᎶᎯ ᎤᎵᏖᎸᏅᎩ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),45c2bcd0d0831d23,lily-dict.csv,,[ᎹᏚ 28:3],ᏗᎧᏃᏗᏱ *ᎠᎾᎦᎵᏍᎩ* ᎾᏍᎩᏯ ᎨᏎᎢ …,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),355874c218219191,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎤᎶᎩᎸ ᏑᏓᎵ *ᎠᏂ* ᏚᎨᎢ, ᏔᎵᏚ ᏚᎯᏰ. ᎭᎳᎢᎦ ᎨᏎ ᏂᎦᏓ *ᎠᏂ*?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),79e06ef06f1a435c,lily-dict.csv,,[ᏣᏂ 8:6],ᎾᏍᎩ ᎯᎠ ᏄᏂᏪᏒᎩ *ᎠᏂᏌᏛᎥᏍᎬᎩ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1f320eb6748628e9,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 41:44],"… ᏇᎵᏲ ᎠᏴ, ᎠᎴ ᏂᎯ ᏂᏣᏁᏨᎾ ᎥᏝ ᎩᎶ *ᎤᏌᎳᏙᏗ* ᏱᎨᏎᏍᏗ ᎤᏬᏰᏂ ᎠᎴ ᎤᎳᏏᏕᏂ ᏂᎬᎾᏛ ᎢᏥᏈᏱ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5b25999bba9d9924,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 10:5],"… ᎠᎴ ᎦᏙᎯ ᏧᏔᏏᏅᎯ, ᎦᎸᎳᏗ ᎢᏗᏢ *ᎤᏌᎳᏓᏅᎩ* ᎤᏬᏰᏂ,",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),edbabc6fc93516ea,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎦᎾᏰᎯᏍᏗᏍᎩᏂ ᎨᏒ *ᎠᏍᏓᏱᏳ* ᎠᎩᎨᎯᏒᎩ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f506c4e8fd1ec970,lily-dict.csv,,[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 24:9],"ᎠᏂᏧᏏᏃ ᎾᏍᏉ *ᎤᏂᏍᏓᏱᏛᎩ*, ᎤᏙᎯᏳᎯ ᎾᏍᎩ ᏄᏍᏗ, ᎤᎾᏛᏅᎩ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7547681bd11d10a5,lily-dict.csv,,[ᎶᎻ 9:18],… ᎠᎴ ᎩᎶ ᏥᏍᏓᏱᏓ ᎡᎳ *ᎠᏍᏓᏱᏗᏍᎪᎢ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),987029c8e34cbbf3,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎠᏍᎦᏯ ᎤᎷᏤᎸᎩ, *ᎠᏓᏍᏕᎵᏍᎩ* ᏧᏙᎢᏛ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f1d3740325d63884,lily-dict.csv,,[Spade/Walker 1966],*ᏚᏍᏗᏰᏔᏅᎢ* Ꮎ ᏓᎦᏏ ᎤᎾᏠᎯᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e78850333c95ca7f,lily-dict.csv,,[ᎹᏚ 24:41],"ᎠᏂᏔᎵ ᎠᏂᎨᏴ *ᎠᏂᏍᏙᏍᎨᏍᏗ ᎠᏍᏙᏍᎩᏱ*, ᎠᏏᏴᏫ ᎠᏥᏯᏅᏗ ᎨᏎᏍᏗ ᏐᎢᏃ ᎠᏥᎧᎯᏯᏍᏗ ᎨᏎᏍᏗ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1df495a6f6e45513,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 22:10],… ᏞᏍᏗ *ᏣᏍᏚᏅᎩ* ᎧᏃᎮᏛ ᎠᏙᎴᎰᏒᎯ ᎠᏂ ᎯᎠ ᎪᏪᎵᎯ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),956a9a90167da00b,lily-dict.csv,,[ᎹᏚ 19:1],… ᏧᏗᏱ *ᎠᏍᏛ* ᏭᎷᏨᎩ ᏦᏓᏂ ᎠᏍᎪᏂᏗᏢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),0e1f5aa8370a488f,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 1:2],… ᎤᎵᏏᎩᏃ ᎤᏭᏝᎡ *ᎠᏍᏛᎩ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c0615c3b74adf9c0,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎠᎵᏣᏙᏂᏙᎯ ᏧᏙᎢᏛ *ᎠᏆᏎᎮᎸ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),6ffc040111a45d8d,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 41:49],… ᏫᎬᏩᏑᎵᎪᏤ *ᎠᏎᎯᎲᎢ*; ᎥᏝᏰᏃ ᎬᏎᎰᎲᏍᏗ ᏱᎨᏎᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),789e832bb919efd8,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],*ᎠᏎᏃ* ᎪᎯᏉ ᎨᏒ ᏂᎦᏛ ᎤᏚᎵᎭ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),34927e60eec34938,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎠᎴ ᎠᎵ ᎬᏩᎰᏅᎯ ᎦᏙᎪᎢ, ᎠᎴ ᎤᏪᎾᏫᏍᎪ *ᎠᏍᎦᎢᎲᎢ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e6edc87dabb44cc4,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᏰᎵᏉᏍᎪᏃᏅ *ᎠᎩᏍᎦᏅᏨ* ᎦᏴᎩᏙᎵᏍᏗ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),6a9a44104dcb0449,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎯᎠᏃ ᏄᏪᏒ *ᎠᏍᎦᏯ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),cc17a1b66a07bcaf,lily-dict.csv,,[ᎹᏚ 4:1],… *ᎠᏍᎩᎾ* ᎤᎪᎵᏰᏗᏱ ᎠᏰᎸᏎᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),245376e8beced7e8,lily-dict.csv,,[ᏧᏁᎶᏍᏗ ᏚᏂᎩᏒᏒᎢ - ᎠᏁᏢᏗᏍᎩ],… ᎠᎴ ᎠᎵᏍᏚᎶ ᎠᏕᎸ ᏓᎶᏂᎨᏍᏛᎭ *ᎠᏍᎪᎵ* ᎦᎸᎳᏗᏢ ᏥᎦᏔ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1ed767f3d46ba965,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎠᏕᏗᏱᏍᎩᏂ, ᎠᏲᎩ, ᎠᎴ ᎠᎦᏓᎯᏲᎩ, ᎠᎴ *ᎠᏍᎪᎸᎩ* ᏂᎨᏒᎾ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4a4a3619c176b44e,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 26:32],"… ᎠᎴ ᎬᏩᏃᏁᎴ ᎠᎹ ᎠᏢᏗᏱ *ᎤᎾᏍᎪᏒ* ᎤᎬᏩᎵ, ᎠᎴ ᎯᎠ ᏂᎬᏩᏪᏎᎴᎢ, ᎠᎹ ᎣᏥᏁᏩᏛ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c97a9587b398e582,lily-dict.csv,,[ᏣᏂ 20:27],… ᎠᎴ ᎡᏍᎦ ᎡᏅᎦ ᏦᏰᏂ *ᏥᏍᏆᎨᏂ* ᏩᏐᎾᏓ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),bd0f52ab27ff3d1e,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎾᏍᎩᏃ ᎯᎠ ᏂᏚᏪᏎᎸ ᎪᎱᏍᏗ ᏧᏩᎿ *ᎤᏂᏍᏆᏂᎪᏒᎩ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d2a2058dcfd7dbdb,lily-dict.csv,,[ᎷᎦ 20:23],"ᎠᏎᏃ ᎤᏙᎴᎰᏎ *ᎠᏂᏏᎾᏌᏅᎬᎢ*, ᎠᎴ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎦᏙᏃ ᎢᏍᎩᏌᏛᎥᏍᎦ?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),528ab31b4219c256,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 18:6],"… ᏄᎳ ᎭᏛᏅᎢᏍᏓ ᏦᎢ ᎢᏯᏟᎶᎥᎯ ᏩᎾᎨ ᎢᏒ; *ᎭᏑᎬᎵ*, ᎠᎴ ᏘᏃᏢᏛᎦ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),55dec7b9298b081f,lily-dict.csv,,[ᎷᎦ 8:47],… ᎠᏂᎦᏔᎲ ᎤᏃᏁᎴ ᏅᏧᎵᏍᏙᏔᏅ *ᎤᏒᏂᎸᎢ* …,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),e63bb60baf36d38a,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 13:8],"… ᏞᏍᏗᏉ *ᎩᎾᏘᏲᎸᎩ* ᎠᏴ, ᎠᎴ ᎦᎾᏝᎢ ᏗᎨᎩᏂᎦᏘᏕᎯ ᏞᏍᏗ *ᎤᎾᏘᏲᎸᎩ*; ᏗᎾᏓᏅᏟᏉᏰᏃ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7ef887bf40985859,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 1:26],… ᎾᏍᎩᏃ ᎤᏂᎬᏫᏳᎯ ᎨᏎᏍᏗ *ᎠᏣᏗ* ᎠᎺᏉᎯ ᎠᏁᎲᎢ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d910048b4a0076ad,lily-dict.csv,,[ᎹᎦ 2:4],"ᎬᏲᏎᎭ, ᏔᎴᎲᎦ, ᎠᎴ ᎯᎾᎩ *ᏣᏤᏍᏙ*, ᎠᎴ ᏗᏤᏅᏒ ᏫᎶᎯ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f2d59369b33fb307,lily-dict.csv,,[King pg 114],*ᎠᏥᎳᏃ* ᎬᏗ ᏧᎳᏍᎩ ᎬᏂᏍᎦ ᎠᎵᏍᏓᏴᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),64c07539f96f9454,lily-dict.csv,,[ᎹᏚ 5:15],ᎥᏝ ᎠᎴ ᏴᏫ ᎠᏂᏨᏍᏛᎦ *ᎠᏨᏍᏙᏗ* ᎠᏟᎶᏍᏗ ᏯᏄᏢᏗᏍᎪᎢ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),11d10d04dcb451c0,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 37:6],"ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ; Ꭷ, *ᎢᏣᏛᏓᏍᏓ* ᎯᎠ ᎾᏍᎩ ᎠᏆᏍᎩᏓᏒᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8534f24e0a9de597,lily-dict.csv,,[ᎹᏚ 2:18],ᎴᎹᏱ ᎧᏁᎬ *ᎤᎾᏛᎦᏅᎩ* …,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),167f9170eeb866e7,lily-dict.csv,,[ᏣᏂ 13:26],ᏥᏌ ᎤᏁᏨᎩ; ᎾᏍᎩ ᎨᏎᏍᏗ ᎠᎬᎭᎸᏛ *ᏥᏁᎸᎭ* ᎾᏍᎩ ᎠᏊᏅᎯ ᎨᏎᏍᏗ. ᎤᏭᏅᏃ ᎠᎬᎭᎸᏛ *ᎤᏁᎸᎩ* ᏧᏓᏏ ᎢᏍᎦᎳᏗ ᏌᏩᏂ ᎤᏪᏥ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4277a24832e545fa,lily-dict.csv,,[ᎠᏂᏈᎷ 5:2],… ᎤᏩᏒᏰᏃ ᎾᏍᏉ ᏚᎵᏚᏫᏍᏛᎩ *ᎠᏩᏂᎦᎳ* ᎨᏒᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),597b86341a7896ed,lily-dict.csv,,[ᏣᏂ 14:17],"… ᏂᎯᏍᎩᏂ ᎡᏥᎦᏔᎭ, ᎢᏤᎳᏗᏙᎭᏰᏃ, ᎠᎴ ᎾᏍᎩ *ᎢᏥᏯᎡᏍᏗ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2bd0a39c941e81a6,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎠᎴ *ᏓᎬᎩᏯᏅᎲᎩ* ᎥᎠᏆᏨᏍᏗᏱᏉ,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b85943ab8060c97e,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 1:6],… ᎦᎸᎶᎢ ᏩᏙᏢᎾ ᎠᎹᏱ *ᎠᏰᎵ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d9fd63a87545dcaa,lily-dict.csv,,[ᎹᏚ 16:24],"… ᎠᎴ ᏧᏓᎿᏩᏛ *ᎠᏱᏍᎨᏍᏗ*, ᎠᎴ ᎠᎩᏍᏓᏩᏕᎨᏍᏗ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d5478c91c2adf89e,lily-dict.csv,,[ᏣᏂ 7:23],"… ᎠᎴ ᎪᏪᎵ *ᎤᏲᎢᏍᏗ* ᏂᎨᏒᎾ ᏱᎩ,",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),ca72e7bf5af9c12b,lily-dict.csv,,[King pg 114],*ᏗᏂᏲᎵ* ᏓᏍᏓᏴᎲᏍᎦ ᎡᏥᏂ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b86ac7e54d70ca7c,lily-dict.csv,,[ᎷᎦ 1:29],… ᎠᎴ ᎤᏓᏅᏖᎴ ᏄᏍᏛ ᎤᏰᎸᏛ ᎯᎠ ᎾᏍᎩ *ᎤᏲᎵᎸᎢ*.,
