error,base_id,source,engl,phon,syll,text
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),585e53b5f21ac1d1,lily-dict.csv,,[ᏣᏂ 2:19],"… *ᎢᏥᏲᏍᏓ* ᎯᎠ ᎤᏛᏅᏗᎦᎳᏫᎢᏍᏗᏱ, ᏦᎢᏉᏃ ᎢᎦ ᏓᏥᏱᎵᏙᎵ ᎿᏉ ᏛᎦᏁᏍᎨᎰᏂ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),85d7b0292a2ce4ec,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 6:17],ᎠᎴ ᎬᏂᏳᏉ *ᎠᏴ* ᏓᏥᏃᎤᎪᏔᏂ ᎡᎶᎯ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),442afaa151b9da34,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 8:5],"… ᎠᎴ ᎡᎶᎯ ᏭᏗᏅᏒᎩ; ᏚᏃᏴᎳᏒᎩᏃ, ᎠᎴ *ᎤᏴᏓᏆᎶᎥᎩ*, ᎠᎴ ᎠᎾᎦᎵᏍᎬᎩ, ᎠᎴ ᎡᎶᎯ ᎤᎵᏖᎸᏅᎩ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),0f91de78b7aab708,lily-dict.csv,,[ᎷᎦ 18:17],… ᎥᏝ ᎾᎿ *ᎤᏴᏍᏗ* ᏱᎨᏎᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),544bf75b8f0a6ec5,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 27:16],"… ᏧᏂᏁᎦᎸᏅᎯ ᏚᏪᏰᏑᎳᏁᎢ, ᎠᎴ ᎤᏪᏯᏢᏁ ᏓᏫᏍᎦᎨ ᎨᏒ *ᎠᏴᏤᏂ*;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d47209af7deaae75,lily-dict.csv,,[ᏣᏂ 3:32],… ᎠᏎᏃ ᎥᏝ ᎩᎶ *ᏱᏓᏓᏂᎸᎦ* ᎾᏍᎩ ᎤᏃᎮᎸᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e73a1587f94ed98d,lily-dict.csv,,[ᎹᏚ 5:19],"… ᎠᎴ ᎾᏍᎩ ᏄᏍᏕᏍᏗ *ᏓᏕᏲᎲᏍᎨᏍᏗ*, ᎦᎸᏉᏗᏳ ᎠᎪᏎᎮᏍᏗ ᎦᎸᎳᏗ ᎡᎯ ᎤᎬᏫᏳᎯ ᎨᏒᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),6d285a65319404e3,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"“*ᏓᎦᏏ*, ᎭᏢ ᏣᎩᏎ ᎤᏬᏚᎯ ᎤᏃᏴᎩ?”",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7bc713db5c8cfa66,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 45:21],"… ᏦᏩᏃ ᏚᏁᎴ *ᏓᏆᎴᎷ* ᎾᏍᎩᏯ ᏄᏪᏒ ᎤᏁᏨ ᏇᎵᏲ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),69a318a0ea39e7df,lily-dict.csv,,[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 20:36],"ᎾᏍᎩᏃ ᎯᎠ ᏄᏪᏒ, *ᏚᎵᏂᏆᏅᏅᎩ* ᎠᎴ ᏂᎦᏛ ᎠᏂᎦᏔᎲ ᎤᏓᏙᎵᏍᏔᏅᎩ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8a6ca6878ceb81bf,lily-dict.csv,,[ᎹᏚ 5:28],"… ᎩᎶ ᎠᎨᏴ *ᏓᎧᏂᏍᎨᏍᏗ* ᏧᎾᏂᏏᏗᏱ ᎤᏚᎵᏍᎨᏍᏗ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7eddb7e28d8588b9,lily-dict.csv,,[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 7:33],"… “*ᏔᎳᏑᎳᎩ*, ᎾᎿᏰᏃ ᏥᏙᎦ ᎦᎸᏉᏗᏳ ᎦᏙᎯ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e929247e9130c568,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 13:17],"*ᏔᎴᎲᎦ*, ᎮᏓ ᏂᎦᏅᎯᏒ ᎠᎴ ᎾᏯᏛᎥ ᎯᎠ ᎦᏙᎯ; ᏂᎯᏰᏃ ᏓᎬᏁᎵ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),567c78264dc81a72,lily-dict.csv,,[King pg 112],ᏗᏥᎶᏍᏓᏅᎯ *ᏓᏥᎶᏍᏗᎭ* ᏃᎴ ᎠᏑᏫᏍᎦ ᎠᏍᎦᏯ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),637577504fe63e38,lily-dict.csv,,[ᎷᎦ 13:6],"… ᎩᎶ ᎢᏳᏍᏗ, ᎡᎦᏔ-ᎢᏳᏍᏗ ᏡᎬ ᎤᏫᏎ ᏖᎸᎳᏗ *ᏚᏫᏒᎢ*; …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),cc499f1732678882,lily-dict.csv,,[ᏥᎻ 5:13],… ᎩᎶ ᎤᎦᎵᏍᏗ ᎤᏓᏅᏖᏍᏗ *ᏕᎧᏃᎩᏍᎨᏍᏗ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7c5eaf437677a2e4,lily-dict.csv,,[ᎹᏚ 13:54],"ᎿᏉᏃ ᎤᏩᏒ ᎤᏤᎵᎪᎯ ᎤᎷᏨ ᏧᏂᎳᏫᎢᏍᏗᏱ *ᏚᏪᏲᏅᎩ*; ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᏂᏍᏆᏂᎪᏒᎩ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7dcbcb2d5d7ddf0e,lily-dict.csv,,[ᎹᏚ 3:1],"ᎾᎯᏳ ᎤᎷᏤ ᏣᏂ *ᏗᏓᏬᏍᎩ* ᎠᎵᏥᏙᎲᏍᎨ ᎢᎾᎨ ᏧᏗᏱ,",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d3cb23917be07b9e,lily-dict.csv,,[ᎹᏚ 9:11],… ᎦᏙᏃ *ᏗᏤᏲᎲᏍᎩ* ᎠᏕᎸ ᎠᏂᎩᏏᏙᎯ ᎠᎴ ᎠᏂᏍᎦᎾ ᎢᏧᎳᎭ ᎢᎠᎾᎵᏍᏓᏴᎲᏍᎦ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),bc7cfadde998379b,lily-dict.csv,,[ᎹᏚ 10:24],"*ᏗᏕᎶᏆᏍᎩ* ᎥᏝ ᎤᏟ ᏱᎾᏥᎸᏉᏙᎢ ᎡᏍᎦᏉ ᏧᏪᏲᎲᏍᎩ, ᎠᎴ ᎠᏥᏅᏏᏓᏍᏗ ᎥᏝ ᎤᏟ ᏱᎾᏥᎸᏉᏙᎢ ᏒᏍᎦᏉ ᎤᏅᏏᏙᎯ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4805b82e08e7f33e,lily-dict.csv,,[ᎹᏚ 8:19],"ᎩᎶᏃ ᎢᏳᏍᏗ *ᏗᎪᏪᎵᏍᎩ* ᎤᎷᏤᎢ, ᎯᎠ ᏄᏪᏎᎴᎢ; ᏔᏕᏲᎲᏍᎩ ᏓᎬᏍᏓᏩᏗᏙᎵ ᏂᎦᎥ ᎮᏙᎲᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f3fc71e8802f8004,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎪᎱᏍᏗ ᎦᏁᎯ. ᎭᏑᏯᎩ. ᏫᎦᎯᏁᎥᏏ: Ꭰ) ᎧᏫ, Ꭱ) ᏌᎶᎵ, Ꭲ) *ᏗᎵ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d20121d68139e244,lily-dict.csv,,[King pg 121],“*ᏙᏌ* ᎤᏂᏣᏔ” ᎠᏗᏍᎨᎢ ᎦᎾ ᎬᏩᏂᎮᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),99ec97bd015b98e0,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 39:13],"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ [ᎠᎨᏴ] ᎿᏉ ᎤᏙᎴᎰᏒ ᎤᏂᏴ ᎤᏄᏬ ᎤᏒᎦᎸᎢ, ᎠᎴ *ᏙᏱ* ᏮᏗᏢᏍᏔᏅᎢ,",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),df5d92330b500f56,lily-dict.csv,,[King pg 116],ᏗᏇᏅᏒᏃ *ᏗᎩᎸᏫᏍᏓᏁᏗ* ᏃᎴ ᎠᏆᏙᏪᏐᎸᏍᏙᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),0c9aeac23b31a38b,lily-dict.csv,,[ᏣᏂ 5:8],"ᏥᏌ ᎯᎠ ᏄᏪᏎᎸᎩ; ᏔᎴᎲᎦ, ᎯᎾᎩ ᏣᏤᏍᏙ, ᎠᎴ *ᎮᏓ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2ea534b80d941859,lily-dict.csv,,[King pg 112],ᏂᎯ ᏃᎴ ᎺᎵ ᏗᏓᎾᏅ *ᏍᏕᎾ*!,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2b1fbb70569db165,lily-dict.csv,,[King pg 115],ᏗᏂᏲᎵᏃ ᎨᎬᏂᏍᏓᏁ ᏎᎷ ᏃᎴ ᏚᏯ *ᎡᏆ* ᏧᎳᏍᎩ ᎬᏗ ᎡᏥᏂ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f7dde47841d3bd30,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 31:21],"… ᎠᎴ ᏚᎴᏁᎢ, ᎠᎴ *ᎡᏉᏂ* ᏚᏪᏐᏤᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d5cdbd65a6a30329,lily-dict.csv,,[King pg 112],"ᏲᎾ, ᎠᏫ, ᏃᎴ ᎬᎮ ᎢᎾᎨ *ᎠᏁᎯ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),0a565707b7512dd7,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],… ᏞᏍᏗ ᎤᎾᏙᎴᎰᏒ ᎠᏆᏓᎵᎢ ᎠᎴ ᏗᏇᏥ ᏂᎦᎥ *ᎡᎯᏍᏗ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),cdfa745d31c447bb,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎿᏉᏃ ᏧᏁᎶᏗ *ᎡᎳᏗ* ᏕᎤᎳᏍᎬ ᎾᎥ ᎤᏲᎱᏒᎯ ᎢᏗᎬᏤᎵᏛ ᎤᏅᏥᎸᎩ, ᎤᏪᎷᏅᎩ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),88c05566b30b70a4,lily-dict.csv,,[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 25:27],ᎥᏝᏰᏃ ᏱᏙᎬᏩᏳᎪᏗ *ᎨᎵᎠ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b4b8422b5d6be648,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎦᏙᏃ ᎤᏍᏗ ᏣᏲᎴᎦ, ᎾᏍᎩ ᏂᎦᎵᏍᏙᏗ ᏂᎦᏗ *ᎡᎶᎯ* ᏥᏕᏣᏲᏍᎦ?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4557175f7ed0efba,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏐᏁᎵᏁ *ᎦᏓᏘ* ᎩᎦᎨᎢ ᎯᏑᏫ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),37d454170329957b,lily-dict.csv,,[ᏣᏂ 13:18],… “ᎢᏧᎳᎭ ᎣᏍᏓᎵᏍᏓᏴᎲᏍᎩ ᎤᏌᎳᏓᏅ *ᎦᏗᎨᏂ* ᎠᏆᏡᏗᏍᎬᎢ.”,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8b0901cb711c9e3c,lily-dict.csv,,[King pg 120],*(Ꭶ)Ꮩ* ᎭᏛᏁᎭ?,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),33542ec98f3fbcde,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎿᏉᏃ ᎯᎠ ᏄᏪᏒ ᎠᎵᏣᏙᏂᎪᎯ, *ᎯᏙᎨᏍᏗ* ᏞᎦ, ᎾᏍᎩᏃ ᏓᎬᏃᏁᎵ ᏄᏍᏛ ᎤᏁᎳᏅᎯ ᎤᏁᏨᎯ. ᎾᏍᎩᏃ *ᎦᏙᎪ* ᎤᏪᎾᏫᏍᎪᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c012c9ca23f800c9,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 25:34],"ᏤᎦᏈᏃ *ᎦᏚ* ᎠᎴ ᏚᏯ ᎢᏳᎾᏍᏗ ᏗᎫᏅᎯ ᏚᏁᎴ ᎢᏐ, ᎤᎵᏍᏓᏴᏁᏃ, ᎠᎴ ᎤᏗᏔᎮᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),557dbec3a14304b9,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎯᏍᏕᎳ ᎤᎦᏐᏣᏁᏓ ᎦᎸᎳᏗ *ᎦᏚᏏ* ᏭᎷᎯᏍᏗᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),65ca2b10f31b71c4,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 49:8],"… ᏂᎯ ᏦᏰᏂ ᎨᏣᏍᎦᎩ *ᎠᏂᎩᎵᎨᏂ* ᏕᎯᏂᏴᏎᏍᏗ, ᏣᏙᏓ ᏧᏪᏥ ᎡᎳᏗ ᏂᎨᏣᏛᏁᎮᏍᏗ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),30796fac4c6ed51e,lily-dict.csv,,[King pg 122],ᎧᎶᏇᏗ ᎬᏗ ᏄᏅᏁᎴᎢ *ᎦᎭᏗ* ᏃᎴ ᏍᏆᎸᏂᏍᏗ.,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),af4832b025ea04fb,lily-dict.csv,,[ᎹᏚ 13:5],"ᎢᎦᏛᏃ ᏅᏲᎯ ᎨᏒ ᎤᎳᎨᏯᏛᏤᎢ, ᎦᏲᎵ *ᎦᏓ* ᎦᎳᎨᏴᎢ, ᎩᎳᏉᏃ ᎢᏴᏛ ᎤᎵᏰᏁᎢ, ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᏌᎨᎢᏳ ᎨᏒ *ᎦᏓ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),540c00660ae35779,lily-dict.csv,,[ᎹᎦ 1:23],"ᏧᏂᎳᏫᎢᏍᏗᏱᏃ ᎠᏯᎡ ᎠᏍᎦᏯ *ᎦᏓᎭ* ᎠᏓᏅᏙ ᎤᏯᎢ, ᎠᎴ ᎤᏪᎷᏁ,",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),14f0b37a84039a3a,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 37:2],… ᏦᏩ *ᎦᎵᏆᏚ* ᎢᏳᏕᏘᏴᏛ ᎨᏎ ᏧᏂᎵ ᎤᎾᎵᎪᎭ ᏓᏅᎿᏗᏍᏗᏍᎨ ᎠᏫ; …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),48769dcb1b999538,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],… ᎡᏍᎦᏉ *ᎦᎵᏉᎩ* ᎢᏯᏂᏛ ᎠᏂᏍᎦᏯ ᎠᏂᎦᏔᎿᎢ ᎠᎴ ᎣᏍᏛ ᏗᎬᏩᏃᏏᏐᏗ ᏥᎨᏐᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),98fc714c6fd2ae29,lily-dict.csv,,[King],*ᎦᎵᎲᎢ* ᎠᏍᎦᏯ ᏣᏍᎩᏥᏒᎥᏍᎬᎩ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),86e43ec3ac7c357e,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 4:24],… ᎴᎻᎩ [ᎤᎸᎯ] *ᎦᎵᏆᏍᎪᎯ* ᎦᎵᏉᎩ ᎢᏳᏩᎫᏗ ᎠᏎ ᎠᎦᏞᏤᏗ ᎨᏎᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a6ff8002e8bfa4a9,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 19:10],"ᎠᏎᏃ ᎾᏍᎩ ᎠᏂᏍᎦᏯ ᏫᏚᎾᏙᏯᏅᎯᏕ, ᎠᎴ ᏫᎬᏩᏎᏒᎮ ᎶᏗ *ᎦᎵᏦᏕ* ᎬᏩᏴᏔᏁ ᎠᏂᏯᎥᎢ, ᎠᎴ ᎤᏂᏍᏚᏁ ᎦᎶᎯᏍᏗᏱ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),07ce2bb1a5d748dc,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎤᏂᏥᎸᏍᎩ *ᏗᎦᎸᏙᏗ* ᎤᏏᏫ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5fc476e1e7314e76,lily-dict.csv,,[ᏈᏓ ᏔᎵᏁ 2:3],… ᎠᎴ ᎤᏂᏛᏗᏍᎩ *ᎥᏝ ᏱᎦᎸᏍᎦ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c09c5f25a3e834c2,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎭᏢ ᎤᏂᎦᏔ ᏓᏰᎮ ᎩᏳᎩ? Ꭰ) *ᏗᎦᏃᎨᏂ*, Ꭱ) ᎠᏳᎨᏂ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1d21f9f948c00cff,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 49:14],"ᎢᏏᎦ ᏗᎦᎵᎠᏅᎯᏛ ᎤᎵᏂᎩᏛ, ᏗᏴᏙᏗᏱ ᎠᏰᎵ *ᎦᏅᎦ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d9a01ed14d4296af,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],Ꮟ ᏄᏍᏛᏊ ᎠᏒᏢᎢ! Ꮭ *ᎪᎱᏍᏗ* ᏲᎦᎵᏍᏓᏁᎴᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),efd98e9c7f84339d,lily-dict.csv,,[ᎨᎴᏏᏱ 6:5],ᎾᏂᎥᏰᏃ ᎤᏅᏒ ᏚᎾᎵᏅᏫᏍᏗᏕᎬ *ᎠᏂᏰᎮᏍᏗ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),200861e2ebecc6a7,lily-dict.csv,,[ᎹᏚ 7:33],"… ᏕᎦᏰᏌᏛ *ᏗᎦᎴᏂ* ᏚᏐᎾᏕᎢ, ᎠᎴ ᏚᎵᏥᏍᏇᎢ, ᎠᎴ ᎦᏃᎪ ᎤᏒᏂᎴᎢ;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),687ef18ec7dee544,lily-dict.csv,,[ᎷᎦ 13:7],"… ᎬᏂᏳᏉ, ᎿᏉ ᏦᎢ ᎾᏕᏘᏴ ᏥᎷᎬᎩ ᎠᎩᏲᎲᎩ ᎤᏓᏔᏅᎯ ᎯᎠ ᎾᏍᎩ ᎡᎦᏔ-ᎢᏳᏍᏗ ᏡᎬᎢ, ᎠᎴ ᎥᏝ ᏱᏥᏩᏘᎭ; *ᎯᎴᏴᏍᏓ*; …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),28a270ddc1b6e0a9,lily-dict.csv,,[ᏈᏓ ᎢᎬᏱᏱ 4:12],"ᎢᏨᎨᏳᎢ, ᏞᏍᏗ ᎤᏍᏆᏂᎪᏗ ᏱᏥᏰᎸᏎᏍᏗ *ᎦᎵᎬ* ᏥᏥᏱᎵᏕᎭ ᎾᏍᎩ ᎢᏥᎪᎵᏰᏗ ᏥᎩ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),264c168be6960782,lily-dict.csv,,[ᏣᏂ 19:1],ᎿᏉᏃ ᏆᎴᏗ ᎤᏂᏴᎲᎩ ᏥᏌ ᎠᎴ *ᎤᎵᎥᏂᎸᎩ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),aa5d15185e210eef,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 4:12],"ᎢᏳᏃ ᎦᏙᎯ *ᏕᎯᎶᎩᏍᎨᏍᏗ*, ᎪᎯ ᎢᏳᏓᎴᏅᏛ ᎥᏝ ᎣᏍᏛ ᏱᏣᏛᎯᏎᎮᏍᏗ; …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),84fa0b072fab9808,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎯᎠᏃ ᏄᏪᏒ ᎠᎵᏣᏙᏂᏙᎯ. (ᏭᏐᏅ Ꭰ ᎢᎾᎨᎢ) “ᏫᎪᏩᏘᏍᎪ Ꮎ ᎬᎾᏙᎵ *ᎦᎶᎯᏍᏗ* ᏨᏗᎪᏢᎭ?” ᎠᏍᎦᏯᏃ ᎯᎠ ᏄᏪᏒᎩ, “ᎥᏝ”",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7586379a61590c24,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎧᏂᏤᏓᎳ *ᎦᎶᎯᏎᎭ* ᏩᎴᎳ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e647dd0c587492f7,lily-dict.csv,,[King p40],ᎠᏰᎳᏍᏗ ᎬᏘ *ᏥᎷᏱᏍᎦ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),82ffbaccaf4d21ec,lily-dict.csv,,[ᎶᎻ 11:13],… *ᏥᎸᏉᏗᎭ* ᏄᏍᏛ ᎥᏆᏒᎦᎶᏛᎢ;,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a2f67924d18ab0a0,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… ᎠᏎᏃ, ᎬᏂᏳᏉ, ᎢᏳᏃ ᎣᏓᎷᎶᏗ ᏭᎷᏥᎸ ᎣᏣᏗᏉ *ᎦᎸᎳᏗ* ᏂᎦᏙ ᏅᏩᏍᏙᎢ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),3e7ed5419a8bc11a,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 1:1],ᏗᏓᎴᏂᏍᎬᎢ ᎤᏁᎳᏅᎯ ᏚᏬᏢᏁ *ᎦᎸᎶᎢ* ᎠᎴ ᎡᎶᎯ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),094874aa8d87bea3,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎫᎫ ᎭᏫᎾᏗᏜ *ᎯᎸᎥᎦ* ᎪᏪᎵ. ᏃᏭᏃ ᎠᎹ ᎬᏗ ᎯᎧᎵᏣ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f350f1eeb7f2ed27,lily-dict.csv,,[ᎹᏚ 9:6],"… ᏣᏤᏍᏙ *ᎯᎾᎩ*, ᎠᎴ ᏗᏤᏅᏒ ᎮᎾ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c4529a1e5946097a,lily-dict.csv,,[King p40],ᎾᎠ *ᎦᎾᎩᎳ*.,
