error,base_id,source,engl,phon,syll,text
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),57b58d00d491e8b0,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],*ᎦᎾᎦᏘ* ᏚᎦᏛᎲᏍᎪ ᏘᎦᏙᎵ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),429d3f41b8a14975,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 22:17],… ᎠᎴ ᎩᎶ ᎤᏚᎵᏍᎨᏍᏗ *ᎦᏁᎩᏍᎨᏍᏗ* ᎠᎹ ᎬᏂᏛ ᎠᏓᏁᎯ ᏧᎬᏩᎶᏗ ᏂᎨᏒᎾ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b18675d4dbdb1eb9,lily-dict.csv,,[ᏣᏂ 6:9],"… ᎠᎴ ᏔᎵ ᏧᎾᏍᏗ ᎠᏣᏗ *ᏕᎦᏁᎭ*; ᎠᏎᏃ ᎠᏎᏉᎧᏂ ᎾᏍᎩ, ᎯᎠᏃ ᏥᏄᏂᏣᏔ?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d45b60c1c4a46d34,lily-dict.csv,,[ᏣᏂ 13:25],"ᎿᏉᏃ ᏥᏌ *ᎦᏁᏥᎢ* ᎤᏍᏛᎦᎵ ᎯᎠ ᏄᏪᏎᎸᎩ; ᏣᎬᏫᏳᎯ, ᎦᎪ?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a5e37c153cc468d1,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 27:3],"Ꭷ, *ᏘᏄᎦ* ᏗᏣᎵᏍᎦᏍᏙᏗ, ᎦᏃᏟ ᎠᎴ ᎦᎶᏣᏗ, ᎠᎴ ᎢᎾᎨ ᏫᎶᎯ, ᎠᏫᏃ ᎤᏫᏯ ᏍᎩᏲᏎᎷᎦ;",
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),a6c35f722c08f8c8,lily-dict.csv,,[ᏕᏏᎶᏂᎦ ᎢᎬᏱᏱ 4:8],"ᎾᏍᎩ ᎢᏳᏍᏗ ᎩᎶ *ᎠᏓᏂᏉᏘᎯ*, ᎥᏝ ᏴᏫ *ᏱᎦᏂᏆᏘᎭ*, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5ece1a093c5259ea,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],Ꮭ ᎩᎶ ᏳᏅᏔ ᎤᎿᎢ *ᎦᏂᏌᎲᎢ*,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7b58b9e4675897f3,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… ᎾᏍᎩᏃ ᎤᎪᎲ ᎠᎵᏣᏙᏂᏙᎯ ᎠᎦᏗᏏ ᎤᏬᏰᏂ *ᎤᏂᏴᎲᎩ*, ᎯᎠ ᏄᏪᏎᎸᎩ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4be1b8fbcd0d2954,lily-dict.csv,,[ᎹᎦ 10:19],"… ᏞᏍᏗ *ᏣᏃᏍᎩᏒᎩ*, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),46c0a1b25432da22,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 19:14],… ᏗᏣᎴᎲᎦ ᎠᎴ *ᎢᏥᏄᎪᎢ* ᎠᏂ; ᏱᎰᏩᏰᏃ ᏛᏲᏍᏔᏂ ᎯᎠ ᎦᏚᎲᎢ. …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),42d8a8505a64eecf,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 1:29],"ᎤᏁᎳᏅᎯᏃ ᎯᎠ ᏄᏪᏎᎢ; ᎬᏂᏳᏉ ᏂᎦᎥ *ᎦᏄᎸᎯ* ᎠᎦᏔᏛᏍᎩ ᎾᏍᎩ ᏂᎬᎾᏛ ᎦᏙᎯ ᏣᏛᏍᎦ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),19e3381b9a166c8f,lily-dict.csv,,[ᎹᏚ 10:29],… ᎠᏎᏃ ᎥᏝ ᏌᏉ ᎡᎳᏗ *ᎤᏅᎢᏍᏗ* ᏱᎩ ᎢᏥᏙᏓ ᎤᏓᏅᏖᎸᎯ ᏂᎨᏒᎾ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5ebc2b692a917dfc,lily-dict.csv,,[ᎹᎦ 10:17],ᎤᏂᎩᏒᏃ *ᎦᏅᏅ* ᏭᎷᏨ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e3c0e881e14911bf,lily-dict.csv,,[ᎹᏚ 7:10],"ᎠᎴ ᎠᏣᏗ ᏯᏔᏲᎯᎭ, ᏥᎪ ᎢᎾᏛᏉ *ᏴᎦᏅᎥᏏ*?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),6158080329c088fd,lily-dict.csv,,[ᏣᏂ 19:33],… ᎥᏝ ᏱᏚᏂᏍᏆᎵᏎ *ᏗᎦᏅᏍᎨᏂ*;,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c5e67113ab55c06b,lily-dict.csv,,[ᎹᎦ 15:47],… ᎥᏝ ᎠᏂ ᏱᎦᏅ; ᏗᏣᎧᏅᎦ Ꭰ *ᎤᏂᏅᏅᎢ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),bacb44417f0d941e,lily-dict.csv,,[ᏔᎵᏁ ᏗᎹᏗ 4:13],"*ᎦᏌᎴᎾ* ᏠᏯ ᏨᏛᎩᏂᏴᎩ ᎦᏆ ᎦᏁᎸᎢ ᏖᏒ ᏘᏁᏒᎭ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),323ed6b8eb564c40,lily-dict.csv,,[ᏣᏂ 2:15],… ᎠᎴ ᏚᎷᏆᏗᏅᏒᎩ *ᏕᎦᏍᎩᎸᎢ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),14e3db3fdd6aba6c,lily-dict.csv,,[King p40],ᏴᏫᏯ ᎬᏗ *ᏓᏥᏬᏂᏏ*.,
Mismatched asterisk count: Syllabary(3) vs Phonetic(0),e0e4ed08c080ba0b,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏤᏂ ᏓᎳᏚ *ᏗᎦᏯᎸᏗ* ᏚᏩᏎᎢ. ᎤᎪᎮᎢ ᏔᎵ ᎢᎦᎢ *ᏗᎦᏯᎸᏗ* ᎬᎿᎨ ᎤᏍᎪᎸᎯ ᏕᎨᏒᎢ. ᎭᎳ ᎢᎦ *ᏗᎦᏯᎸᏗ* ᏄᏓᎴ ᏧᎵᏑᏫᏓ ᏕᎨᏎᎢ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a54bf9d2190420dd,lily-dict.csv,,[King pg 112],ᏗᏑᎶ ᏃᎴ ᏗᏌᏃ *ᏕᎦᏰᏫᏍᎦ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d42a7e0a0a0d3580,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 18:4],"*ᎦᏲᎵ* ᎠᎹ ᏩᏂᏁᎩ, ᎠᎴ ᏗᏣᎳᏏᏕᏂ ᏗᏦᏑᎵ, ᎠᎴ ᎢᏣᏣᏪᏐᎸᏍᏓ ᏡᎬ ᎭᏫᏂᏗᏢ;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),941430b1c61251d9,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎠᎴ ᎦᏙᎴᎣᏍᎦ *ᎦᏳᎳ* ᎪᎱᏍᏗ ᏣᎵᏍᏓᏁᎵᏙᎸᎢ;…,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),82302867eaced71e,lily-dict.csv,,[ᎷᎦ 12:24],… ᎠᎴ ᎤᏁᎳᏅᎯ *ᏕᎨᎶᎰᎢ*. ᏂᎦᎥ ᎤᏟ ᏁᏥᎸᏉᏗ ᏂᎯ ᎡᏍᎦᏉ ᏥᏍᏆ.,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),d9933c6ae00f5d32,lily-dict.csv,,[ᎠᏂᏈᎷ 9:19],"… ᏩᎦ ᎠᏂᎩᎾ *ᎤᏂᎩᎬ* ᎠᎴ ᎠᏫ ᏗᏂᎭᏄᎸᎯ *ᎤᏂᎩᎬ* ᎤᏁᎩᏎᎢ, ᎠᎴ ᎠᎹ ᎠᎴ ᎤᏩᏅ ᎩᎦᎨᎢ, ᎠᎴ ᏗᏐᏈ, ᏚᏍᏚᏞᏃ ᎪᏪᎵ ᎠᎴ ᎾᏂᎥ ᏴᏫ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a08e6862756a08c3,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 12:3],"… ᎠᎴ ᎬᏂᏳᏉ ᎤᏔᏅ *ᎩᎦᎨ* ᎢᎾᏛ [ᏫᏥᎪᎥᎩ,] ᎦᎸᏉᎩ ᏓᏍᎫᏓᏛᎩ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),892e747e0e4b8bdc,lily-dict.csv,,[King pg 72],*ᎩᎵ* ᏛᎶᏕᎵ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a76d5d8b0df37040,lily-dict.csv,,[ᎹᎦ 13:28],"… ᎤᏩᏂᎦᎸ ᎿᏉ ᎤᏓᎨ ᏂᎦᎵᏍᏓ, ᎠᎴ ᏥᎦᎵᏍᏚᎲᏍᎪᎢ, ᎢᏥᎦᏔᎰ *ᎪᎩ* ᎾᎥᏂᏳ ᎨᏒᎢ;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e1a6deac7b3668cf,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… ᎾᏍᎩᏃ *ᎪᎯ* ᎢᏴᏛ ᎤᎷᏤᎸᎩ ᏧᏁᎶᏗ, ᎠᎴ ᎢᏳᏍᏗ ᎤᎸᏏᎸ ᎤᏛᏛᏅᎩ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),61ecce3d30694cec,lily-dict.csv,,[ᏣᏂ 3:16],"ᎾᏍᎩᏰᏃ ᏂᎦᎥᎩ ᎤᏁᎳᏅᎯ ᎤᎨᏳᏒᎩ ᎡᎶᎯ, ᏕᎤᏲᏒᎩ ᎤᏤᎵᎦ ᎤᏪᏥ ᎾᏍᎩ ᎤᏩᏒᎯᏳ ᎤᏕᏁᎸᎯ, ᎩᎶ ᎾᏍᎩ *ᏱᎪᎯᏳᎲᏍᎦ* ᎤᏲᎱᎯᏍᏗᏱ ᏂᎨᏒᎾ, ᎬᏂᏛᏉᏍᎩᏂ ᎤᏩᏛᏗ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),589698caa9724dd0,lily-dict.csv,,[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 27:32],"ᎿᏉᏃ ᎠᏂᏯᏫᏍᎩ ᏚᏂᎦᎵᏒᎩ ᎠᏍᏕᏱᏛ ᎤᏍᏗ ᏥᏳ ᎦᏙᏌᏗᏍᏛᎢ, ᎠᎴ ᎾᏍᎩ *ᎤᏬᎰᏒᎩ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5ea8bcce3337c933,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏂᎦᏓ ᏦᏣᏕᎶᏆᏍᎩ ᏙᏥᎪᎵᏰᏍᎪ *ᏗᎪᏪᎵ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),74a13b452244b220,lily-dict.csv,,[ᏣᏂ 8:6],"… ᎠᏎᏃ ᏥᏌ ᎤᏗᏌᏓᏛᎩ, ᎦᏰᏌᏛᏃ ᎤᏩᏔᏅᎩ *ᎤᏬᏪᎳᏅᎩ* ᎦᏙᎯ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),714480def993aa1e,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 28:18],"… ᎠᎴ ᎤᏪᏘᏁᎢ, ᎠᎴ *ᎪᎢ* ᎤᏍᎪᎵ ᎤᏍᏚᏞᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8de8c88c96f6e0a0,lily-dict.csv,,[ᎹᏚ 24:20],ᎠᎴ ᎢᏣᏓᏙᎵᏍᏗᏍᎨᏍᏗ ᎢᏥᏔᏲᎯᎮᏍᏗ *ᎪᎳ* ᎠᎴ ᎤᎾᏙᏓᏆᏍᎬ ᎢᏣᎵᏍᏗᏱ ᏂᎨᏒᎾ ᎢᏳᎵᏍᏙᏗᏱ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),28c0496d0a754e35,lily-dict.csv,,[ᎹᎦ 14:68],… ᎥᏝ ᎠᎴ *ᏱᎪᎵᎦ* ᏂᏪᏍᎬᎢ. …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),664a8f54fb2408c1,lily-dict.csv,,[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 15:7],"ᎠᏏᏴᏫᏃ ᎾᏍᎩ Ꮎ ᏅᎩ ᎢᏯᏂᏛ ᎨᏒ ᏗᏅᏃᏛ ᎦᎵᏉᎩ ᎢᏯᏂᏛ ᏗᏂᎧᎿᏩᏗᏙᎯ ᏚᏁᎸᎩ ᎦᎵᏉᎩ *ᎫᎫ* ᎠᏕᎸᏓᎶᏂᎨ ᏗᎪᏢᏔᏅᎯ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5c071ca623c2af4a,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎯᏍᏕᎳ ᏌᎶᎵ *ᎫᎴ* ᏗᎲᎢ ᏭᎷᎯᏍᏗᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),bd531131fe5d062e,lily-dict.csv,,[ᎹᎦ 1:10],"… ᎠᎴ ᎠᏓᏅᏙ *ᎫᎴᏗᏍᎪᏂᎯ* ᎾᏍᎩᏯᎢ, ᏧᏠᎠᏏᏗᏎ ᎾᏍᎩ ᎤᏪᏯᎸᏤᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),871ea2885ef9967f,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎡᎭᏙᏯᏅᎯᏓ, ᎠᎴ ᏭᏙᏯᏅᎯᏛᎩ, ᎠᎴ *ᎤᏩᎩᏒᎩ*, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2a522786470c493c,lily-dict.csv,,[King pg 122],ᎧᎶᏇᏗ *ᎬᏗ* ᏄᏅᏁᎴᎢ ᎦᎭᏗ ᏃᎴ ᏍᏆᎸᏂᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2c34f0daa6698c24,lily-dict.csv,,[King pg 113],ᎠᎵᏍᏓᏴᏗ *ᎬᏂᏍᎦ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f29d0b5210fea05b,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎦᏙ ᎤᏍᏗ ᎠᏥᎧᏁ? ᎭᏑᏯᎩ. *ᏫᏘᏯᎧᏏ*: Ꭰ) ᎬᏃᏌᏍᏗ, Ꭱ) ᎦᏓ, Ꭲ) ᏥᏍᏕᏥ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),255021af7339ab1b,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… ᎢᏳ ᎠᎴ ᎠᏴ ᏍᎩᎳᏏᏘᏍᎨᏍᏗ, *ᎠᏂ* ᎯᎠ ᎪᏪᎵᎯ ᎯᎪᎵᏯ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9244fbaa807b33d3,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"“*ᎭᏩ*!”, ᎤᏪᏡᏁ ᎠᎵ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),bf591621e9274099,lily-dict.csv,,[King pg 122],Ꮓ ᎤᎧᏲᏓ ᎠᏓ *ᎭᏫᏂ* ᏚᏂᎵᏕᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9c3d4f2f91e55d32,lily-dict.csv,,[ᎶᎻ 14:21],"ᎤᏟ ᎤᏏᏳ *ᎭᏫᏯ* ᎠᎩᏍᏗᏱ ᏂᎨᏒᎾ, ᎠᎴ ᎩᎦᎨ-ᎠᏗᏔᏍᏗ ᎠᏗᏔᏍᏗᏱ ᏂᎨᏒᎾ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a92ac90be5ec59ca,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 22:10],ᎡᏆᎭᎻᏃ ᎤᏙᏯᏅᎯᏕ ᎠᎴ *ᎭᏰᎳᏍᏗ* ᎤᏴᎮ ᎤᎯᏍᏙᏗ ᎤᏪᏥ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9f42fbd5c12653b3,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎾᏍᎩᏃ *ᎯᎠ* ᏂᏚᏪᏎᎸ ᎪᎱᏍᏗ ᏧᏩᎿ ᎤᏂᏍᏆᏂᎪᏒᎩ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9b4366c719baa38f,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 7:24],ᎠᎴ ᎦᏃᎱᎩᏍᎬ ᎧᏁᏉᏥᏎ ᎡᎶᎯ ᎠᏍᎪᎯᏧᏈ *ᎯᏍᎦᏍᎪᎯ* ᏧᏒᎯᏛ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),6e835a5eec1c2830,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 47:2],"ᎠᎾᎵᏅᏟᏃ ᎢᎦᏛ ᏚᏘᏅᏎᎢ, *ᎯᏍᎩ* ᎢᏯᏂᏛ ᎠᏂᏍᎦᏯ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),3ba65861ce9fa912,lily-dict.csv,,[King pg 120],*ᎲᎦᎢᏴ* ᏛᎯᎷᏥ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),cc1ed87dbe67f79d,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 43:25],ᎠᎴ ᎤᎾᏛᏅᎢᏍᏔᏁ ᎤᏂᏁᎸᏗ ᎨᏒ ᎠᏏ *ᎢᎦ* ᏂᎬᏒᎾ ᏦᏩ ᎾᎯᏳ ᎤᎷᎯᏍᏗᏱ ᎨᏒᎢ; ᎤᎾᏛᎦᏁᏰᏃ ᎾᎿ ᏗᎾᎵᏍᏓᏴᏂᏒᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e6929ed4c43329e2,lily-dict.csv,,[ᏣᏂ 19:39],"ᎾᏍᏉᏃ *ᎥᎤᎷᏨᎩ* ᏂᎦᏗᎹᏏ, ᎾᏍᎩ ᎢᎬᏱᏱ ᏥᏌ ᏒᏃᏱ ᎤᎷᏤᎸᎯ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),df014bb5d2a0b6c0,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 8:22],"ᎡᎶᎯ *ᎢᎪᎯᏛ* ᎨᏒᎢ, ᎥᏝ ᎤᎵᏍᏆᏗᏍᏗ ᏱᎩ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),14dc9389eaa19ce5,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 44:4],"ᎤᏂᏄᎪᏨᏃ ᎦᏚᎲᎢ, ᎠᎴ ᎥᏝ ᎠᏏ *ᎢᏅᎯᏳ* ᏱᏩᎾᎢᏎᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),96aa35a3fae434ee,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎥᎥ ᏄᏬᎯᏳᎯᏒᎾ, ᎠᎴ ᎤᏬᎯᏳᎯᏍᏛ *ᎢᏧᎳ*;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),898e998f9c126b86,lily-dict.csv,,[ᎹᏚ 2:7],… ᎣᏍᏛ ᏚᏛᏘᏌᏁ *ᎢᏳᏉ* ᎾᏍᎩ ᏃᏈᏏ ᎤᎾᏄᎪᏨᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),fd12b1fec4c405bd,lily-dict.csv,,[King pg 122],ᎾᏃ ᎠᎪᎲᏍᎬᎢ ᏧᏔᏍᎩᏎᎢ ᏥᎦᏒᎳᏍᎪ *ᎢᏳᏍᏗ* ᏥᏄᎵᏍᏓᏁᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),abeac4fcc56b94d8,lily-dict.csv,,[ᎹᎦ 6:23],"… *ᎢᏳᏍᏗᏉ* ᎮᎵᏍᎬ ᏍᎩᏔᏲᏏ, ᏓᎬᏁᎵᏃ, ᎾᏍᏉ ᎠᏰᎵ ᎢᏴᏛ ᏱᎩ ᎾᎿ ᎠᎩᎬᏫᏳᎯ ᎨᏒᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c404dc789f828526,lily-dict.csv,,[King pg 120],*ᎦᎪ* ᎨᎮᎢ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d86601dd478da212,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏗᏕᏲᎲᏍᎩ *ᎧᎵᏎᏥ* ᏚᏩᏎᎢ ᏧᏂᏍᏗᎩᏍᏗ. $1.25 ᏚᏈᏴᎮᎢ. ᏅᎩ ᏚᏩᏎᎢ. ᎭᎳ ᎢᎦ ᏚᏈᏴᎮᎢ ᏂᎦᏓ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8a7a86e6717e43e9,lily-dict.csv,,[King pg 122],*ᎧᎶᏇᏗ* ᎬᏗ ᏄᏅᏁᎴᎢ ᎦᎭᏗ ᏃᎴ ᏍᏆᎸᏂᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),921c38fa380e12e6,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 33:19],"ᎠᎴ ᎤᏩᏎ ᎢᏴᏛ ᎢᎩᏛ ᏠᎨᏏ, ᎾᎿ *ᎤᎵᏦᏔᏅᎢ*, ᎮᎼ ᏧᏪᏥ ᏚᏩᎯᏎᎴᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),3e7e4a9630ba079c,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],*ᎧᎾᏁᏍᎩ* 8 ᏂᏚᏅᎾ ᏗᏂᏅᏍᎨᏂ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),56019ff548394e9f,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 30:34],"ᎴᏆᏂᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎰᏩᏉ, ᎾᏍᎩ ᏄᏍᏕᏍᏗ ᎾᏍᎩᏯ *ᏣᏁᏨᎢ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),fa1821d8760116f9,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎭᎳᎢᎦ ᎠᏕᎳ ᏕᎦᏡᎦ *ᎧᏁᏌᎢᎢ*?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2b3423d90f2888ac,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 24:25],"ᎯᎠᏃ ᎾᏍᏉ ᏂᎤᏪᏎᎴᎢ, ᎢᏧᎳ *ᎧᏁᏍᎦ* ᎠᎴ ᎨᎶᎸᏗ ᏰᎵᏉ ᎣᎩᎭ, …",
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),16e81869b466e46e,lily-dict.csv,,[ᎪᎵᏂᏗᏱ ᎢᎬᏱᏱ 14:7],"… ᎠᏤᎷᎯᏍᏗ ᎠᎴ *ᏗᎧᏃᎩᏍᏙᏗ* ᏱᎩ, ᎢᏳᏃ ᏧᏓᎴᎿᎢ ᏂᏚᏃᏴᎬᎾ ᏱᎩ, ᎦᏙ ᏱᎦᎵᏍᏙᏓ ᏴᏙᎴᎰᎯ ᎾᏍᎩ ᎠᏤᎷᎯᏛ ᎨᏒ ᎠᎴ ᎾᏍᎩ *ᏗᎧᏃᎩᏛ* ᎨᏒᎢ?",
